customer_id,cohort_month,tenure_months,plan,monthly_charges,support_calls_last_90d,login_days_last_30d,churned
C02486,2023-12,3,Basic,25.98,0,21,0
C02487,2023-10,51,Premium,100.52,1,11,0
C02488,2023-11,52,Standard,53.92,1,25,0
C02489,2023-02,9,Basic,28.29,0,17,0
C02490,2024-03,47,Premium,106.17,3,5,0
C02491,2023-04,54,Premium,107.16,2,12,0
C02492,2024-01,33,Premium,97.64,3,21,0
C02493,2023-12,16,Premium,93.31,4,4,0
C02494,2024-03,44,Basic,24.65,2,27,1
C02495,2023-07,41,Standard,55.56,2,27,0
C02496,2023-03,4,Basic,24.64,0,10,0
C02497,2023-12,39,Premium,94.45,1,21,0
C02498,2024-02,23,Standard,67.17,1,19,0
C02499,2023-04,39,Standard,54.03,0,24,0
C02500,2023-03,27,Basic,21.43,1,17,0
C02501,2024-04,45,Standard,59.24,2,7,0
C02502,2024-01,36,Premium,107.07,1,14,0
C02503,2023-02,19,Standard,55.94,2,12,0
C02504,2024-02,2,Basic,33.62,0,4,1
C02505,2024-02,55,Premium,97.48,3,16,0
C02506,2024-01,4,Basic,31.16,0,12,0
C02507,2024-03,30,Basic,29.77,1,5,1
C02508,2023-01,33,Standard,49.52,0,24,0
C02509,2024-06,49,Basic,17.53,1,20,0
C02510,2024-06,27,Standard,53.69,1,31,0
C02511,2024-05,12,Premium,105.0,2,5,0
C02512,2023-04,25,Premium,100.12,2,14,0
C02513,2024-02,30,Standard,61.4,1,21,0
C02514,2023-03,16,Standard,58.43,1,14,1
C02515,2024-06,24,Premium,88.46,1,16,0
C02516,2023-01,34,Standard,61.11,1,5,0
C02517,2024-04,24,Basic,19.77,0,1,1
C02518,2024-03,38,Standard,56.93,2,17,1
C02519,2024-04,1,Basic,20.21,2,11,1
C02520,2023-09,18,Premium,100.51,1,10,0
C02521,2023-03,45,Standard,66.08,1,14,0
C02522,2023-08,44,Standard,57.75,3,16,0
C02523,2023-04,27,Basic,24.79,2,11,0
C02524,2023-11,55,Standard,63.66,1,18,0
C02525,2023-01,57,Standard,58.85,2,13,0
C02526,2023-06,29,Premium,96.94,3,4,1
C02527,2023-03,24,Premium,98.75,1,7,0
C02528,2024-05,60,Basic,19.61,2,16,0
C02529,2023-12,58,Basic,27.35,1,23,0
C02530,2023-11,5,Standard,55.6,1,21,0
C02531,2023-12,54,Basic,28.79,1,14,0
C02532,2023-09,10,Basic,23.27,2,15,0
C02533,2024-06,50,Basic,20.98,1,8,0
C02534,2024-04,2,Premium,107.89,0,24,0
C02535,2023-07,58,Premium,94.41,2,9,0
C02536,2024-01,50,Standard,58.33,1,15,0
C02537,2024-06,1,Premium,95.93,1,25,0
C02538,2024-02,25,Basic,21.52,2,5,1
C02539,2023-02,22,Premium,102.02,0,32,0
C02540,2023-12,19,Basic,23.73,0,13,1
C02541,2023-06,35,Basic,29.41,1,0,0
C02542,2023-04,18,Basic,26.54,0,7,0
C02543,2023-02,47,Standard,58.25,2,16,0
C02544,2023-07,2,Standard,64.11,2,6,0
C02545,2023-11,37,Basic,23.97,1,19,0
C02546,2023-05,30,Basic,30.32,0,33,0
C02547,2023-12,28,Basic,25.38,0,31,0
C02548,2023-05,23,Basic,28.4,0,0,0
C02549,2023-03,46,Basic,29.56,0,17,0
C02550,2023-10,17,Basic,26.34,1,22,0
C02551,2023-05,53,Basic,33.57,1,22,0
C02552,2023-05,36,Premium,95.66,0,3,0
C02553,2024-06,25,Standard,65.33,2,6,0
C02554,2023-06,21,Premium,97.1,2,14,0
C02555,2024-02,35,Basic,36.91,2,28,0
C02556,2024-02,35,Standard,59.98,1,31,1
C02557,2023-09,60,Standard,55.93,3,13,0
C02558,2023-09,26,Premium,94.63,3,11,0
C02559,2023-03,39,Basic,30.19,2,6,0
C02560,2024-02,32,Premium,97.51,3,14,0
C02561,2023-08,7,Basic,21.51,1,9,0
C02562,2023-09,17,Standard,61.06,2,13,0
C02563,2024-06,1,Standard,56.75,1,19,0
C02564,2023-09,30,Premium,107.31,1,24,0
C02565,2023-02,42,Premium,82.52,0,24,0
C02566,2023-02,11,Basic,20.07,1,11,0
C02567,2023-04,57,Standard,53.07,3,4,0
C02568,2024-01,51,Standard,55.14,2,0,0
C02569,2023-02,59,Premium,93.98,1,20,0
C02570,2024-06,44,Basic,27.19,0,20,0
C02571,2023-03,54,Basic,29.57,1,8,0
C02572,2023-03,29,Standard,58.3,1,7,1
C02573,2024-06,5,Premium,95.69,2,1,1
C02574,2024-04,42,Basic,32.44,1,10,0
C02575,2023-02,8,Basic,27.33,1,1,0
C02576,2023-09,1,Premium,102.21,2,1,1
C02577,2023-09,51,Standard,69.77,2,11,0
C02578,2023-05,57,Basic,36.56,0,8,0
C02579,2023-03,31,Basic,26.61,3,2,0
C02580,2023-03,59,Premium,87.26,4,5,0
C02581,2023-03,51,Standard,58.31,4,19,0
C02582,2023-09,6,Basic,30.46,0,5,0
C02583,2023-05,44,Premium,104.32,0,14,0
C02584,2023-05,58,Premium,99.43,1,11,0
C02585,2023-03,22,Standard,55.04,0,13,0
C02586,2023-01,28,Basic,28.11,3,17,0
C02587,2024-05,1,Premium,107.8,3,15,0
C02588,2024-04,34,Premium,109.62,1,10,0
C02589,2023-04,20,Premium,96.66,2,8,0
C02590,2023-06,30,Standard,71.38,2,5,0
C02591,2023-11,33,Standard,55.14,2,17,0
C02592,2023-07,28,Premium,93.4,0,17,0
C02593,2023-08,49,Standard,69.11,0,17,0
C02594,2023-03,35,Premium,98.87,0,15,0
C02595,2023-07,47,Standard,56.45,0,11,0
C02596,2023-03,27,Premium,98.89,2,26,0
C02597,2023-02,39,Premium,96.38,1,8,0
C02598,2023-08,31,Standard,59.72,3,0,1
C02599,2023-11,1,Basic,29.56,0,6,0
C02600,2023-11,13,Standard,59.28,2,8,0
C02601,2023-07,38,Basic,29.07,2,9,0
C02602,2023-04,35,Standard,47.58,2,12,0
C02603,2023-03,23,Premium,100.31,4,23,0
C02604,2023-02,37,Standard,60.18,1,6,0
C02605,2024-02,32,Standard,71.6,0,14,0
C02606,2023-08,31,Basic,31.73,3,6,0
C02607,2024-05,50,Premium,94.48,2,17,0
C02608,2024-05,6,Basic,22.42,1,14,0
C02609,2023-02,10,Basic,31.05,1,24,0
C02610,2023-02,55,Premium,100.97,2,12,0
C02611,2023-12,50,Premium,96.55,1,32,0
C02612,2024-03,35,Premium,101.5,2,21,0
C02613,2023-05,3,Standard,62.76,2,18,0
C02614,2024-03,45,Standard,57.66,2,9,0
C02615,2024-04,46,Standard,61.11,0,27,0
C02616,2023-09,9,Standard,65.87,2,16,0
C02617,2024-04,25,Basic,27.56,2,24,0
C02618,2024-04,12,Premium,97.36,1,25,0
C02619,2023-05,49,Standard,66.02,1,22,0
C02620,2024-03,2,Standard,52.63,1,30,1
C02621,2024-01,10,Basic,29.49,3,14,0
C02622,2023-06,48,Standard,63.75,3,17,0
C02623,2024-05,44,Standard,59.56,1,24,0
C02624,2024-04,45,Basic,35.13,4,32,1
C02625,2023-02,11,Premium,98.67,2,15,0
C02626,2024-01,17,Basic,30.88,1,18,0
C02627,2023-10,48,Premium,101.07,0,14,0
C02628,2024-01,53,Basic,25.02,0,16,0
C02629,2023-11,34,Premium,95.12,3,23,0
C02630,2023-08,39,Premium,87.49,2,21,0
C02631,2023-03,5,Premium,98.99,2,5,0
C02632,2023-08,53,Premium,93.85,0,9,0
C02633,2023-10,3,Standard,62.69,0,0,1
C02634,2023-11,31,Premium,100.08,0,3,0
C02635,2024-06,20,Premium,101.41,2,19,0
C02636,2023-12,27,Standard,54.82,1,25,0
C02637,2024-02,19,Standard,58.06,2,6,0
C02638,2023-10,2,Standard,68.1,1,13,0
C02639,2023-07,7,Standard,62.86,0,20,0
C02640,2024-01,47,Premium,97.13,1,11,0
C02641,2024-04,19,Basic,33.91,0,19,1
C02642,2023-08,4,Basic,19.0,3,22,1
C02643,2024-03,2,Standard,60.12,1,9,1
C02644,2023-05,9,Basic,29.77,2,7,0
C02645,2024-01,3,Standard,61.78,1,5,1
C02646,2024-05,56,Premium,84.77,1,6,1
C02647,2023-11,54,Premium,99.34,1,15,0
C02648,2023-05,60,Basic,24.35,1,5,0
C02649,2023-04,43,Premium,96.14,1,12,0
C02650,2024-05,4,Premium,92.33,5,19,0
C02651,2023-09,29,Basic,22.58,4,10,1
C02652,2023-11,4,Standard,64.11,2,25,0
C02653,2024-03,49,Premium,98.78,1,10,0
C02654,2024-01,10,Basic,32.54,2,21,0
C02655,2024-03,28,Standard,60.76,1,17,1
C02656,2024-05,40,Standard,52.0,1,23,0
C02657,2023-02,51,Standard,58.3,1,16,0
C02658,2023-02,21,Premium,102.77,1,30,1
C02659,2023-11,24,Premium,102.51,1,9,0
C02660,2023-10,37,Basic,39.9,0,15,0
C02661,2024-02,23,Basic,33.49,1,10,0
C02662,2023-06,51,Premium,103.37,0,4,0
C02663,2023-03,10,Standard,61.58,2,22,0
C02664,2023-05,55,Standard,62.59,1,5,0
C02665,2024-05,31,Basic,23.58,1,1,0
C02666,2024-02,4,Premium,95.14,1,30,0
C02667,2024-04,55,Premium,96.7,1,13,0
C02668,2024-02,2,Basic,36.55,5,17,1
C02669,2023-09,42,Standard,54.02,2,17,0
C02670,2023-05,16,Basic,26.35,1,29,0
C02671,2024-02,36,Basic,32.24,2,17,0
C02672,2023-08,36,Basic,27.79,1,18,1
C02673,2023-08,3,Standard,66.94,2,11,0
C02674,2023-12,57,Basic,20.38,1,18,0
C02675,2023-04,26,Premium,87.97,1,23,0
C02676,2023-08,16,Premium,100.52,3,15,1
C02677,2024-06,36,Basic,28.55,2,12,0
C02678,2023-10,25,Basic,24.32,0,7,1
C02679,2024-01,60,Standard,54.11,3,32,1
C02680,2023-02,54,Basic,28.98,2,27,0
C02681,2023-03,44,Premium,97.69,1,5,0
C02682,2023-03,48,Premium,101.3,1,28,0
C02683,2023-07,6,Premium,92.77,0,15,0
C02684,2024-06,37,Premium,104.09,2,6,0
C02685,2024-01,13,Standard,49.9,0,19,0
C02686,2023-01,20,Standard,60.09,3,21,0
C02687,2024-06,36,Basic,25.1,0,11,0
C02688,2023-08,24,Basic,33.85,3,23,0
C02689,2023-07,20,Premium,100.05,2,15,0
C02690,2023-11,5,Basic,32.26,1,25,1
C02691,2024-01,11,Premium,107.4,2,27,0
C02692,2023-03,59,Premium,102.15,2,19,0
C02693,2023-06,5,Standard,61.4,1,3,1
C02694,2023-08,6,Premium,100.84,1,9,0
C02695,2024-03,14,Premium,97.7,1,16,1
C02696,2024-01,3,Premium,97.82,0,10,1
C02697,2023-06,16,Premium,108.77,2,17,0
C02698,2024-03,52,Premium,109.43,0,8,0
C02699,2024-03,45,Standard,64.27,0,34,1
C02700,2023-12,48,Standard,61.05,1,10,0
C02701,2023-10,48,Premium,103.46,2,22,0
C02702,2023-10,2,Premium,94.59,1,0,0
C02703,2023-05,3,Standard,69.56,2,11,0
C02704,2023-09,22,Premium,97.05,3,4,0
C02705,2024-01,13,Standard,55.97,1,6,0
C02706,2023-03,20,Premium,104.11,2,5,0
C02707,2024-05,16,Basic,26.73,2,15,0
C02708,2023-11,17,Premium,97.99,0,5,0
C02709,2023-12,46,Basic,27.6,2,0,0
C02710,2023-09,56,Premium,101.34,2,19,0
C02711,2023-11,11,Premium,91.13,0,24,0
C02712,2023-09,60,Basic,37.29,2,11,1
C02713,2023-07,16,Standard,56.85,0,22,0
C02714,2024-05,57,Standard,61.7,0,12,0
C02715,2023-08,55,Basic,26.92,4,0,1
C02716,2023-07,13,Premium,92.19,4,15,1
C02717,2023-08,28,Basic,29.15,2,23,1
C02718,2023-08,8,Premium,97.95,1,10,0
C02719,2024-02,14,Premium,96.71,0,8,0
C02720,2023-02,45,Premium,94.67,0,21,0
C02721,2023-07,48,Basic,33.16,0,18,0
C02722,2023-06,24,Premium,102.03,1,13,0
C02723,2023-04,10,Basic,31.18,1,22,1
C02724,2023-01,34,Premium,106.91,4,4,0
C02725,2023-02,36,Basic,29.21,3,21,0
C02726,2023-07,38,Premium,97.07,1,15,0
C02727,2023-03,14,Basic,32.26,3,14,1
C02728,2023-03,52,Premium,95.33,2,13,0
C02729,2024-02,39,Premium,96.31,2,0,0
C02730,2023-01,2,Basic,24.03,0,12,0
C02731,2023-05,53,Premium,92.85,0,18,0
C02732,2024-05,27,Premium,99.41,0,22,0
C02733,2023-09,35,Basic,39.21,1,12,0
C02734,2024-05,49,Standard,52.87,2,28,0
C02735,2023-12,35,Basic,25.58,3,7,0
C02736,2023-12,36,Basic,24.66,1,12,0
C02737,2024-04,34,Standard,58.49,4,9,0
C02738,2024-02,53,Premium,104.4,0,5,0
C02739,2024-06,30,Standard,57.51,1,13,0
C02740,2023-09,4,Basic,28.1,1,8,1
C02741,2023-06,17,Standard,56.59,1,17,0
C02742,2024-05,42,Standard,69.49,2,4,0
C02743,2024-01,41,Premium,86.71,1,18,0
C02744,2023-06,18,Basic,23.03,2,15,0
C02745,2023-05,31,Basic,30.3,1,21,0
C02746,2023-12,52,Standard,52.07,1,26,0
C02747,2023-09,10,Basic,24.33,2,20,0
C02748,2023-03,36,Basic,25.84,2,22,0
C02749,2024-06,25,Premium,97.87,1,14,0
C02750,2024-01,53,Basic,25.11,3,21,1
C02751,2023-04,44,Premium,102.23,0,11,0
C02752,2023-12,40,Standard,61.05,2,5,0
C02753,2024-05,25,Standard,55.43,3,15,0
C02754,2023-02,7,Standard,54.26,0,29,0
C02755,2024-06,54,Standard,54.34,1,17,0
C02756,2023-09,57,Standard,58.41,1,0,0
C02757,2023-07,27,Standard,62.35,1,4,0
C02758,2023-07,12,Standard,69.99,1,15,0
C02759,2024-03,23,Premium,97.84,1,15,1
C02760,2023-03,43,Basic,29.03,2,11,0
C02761,2024-01,23,Premium,92.43,3,9,0
C02762,2023-10,6,Premium,92.77,1,2,0
C02763,2023-12,28,Standard,53.34,3,10,0
C02764,2023-02,18,Premium,104.21,3,28,0
C02765,2023-12,39,Premium,105.07,1,29,0
C02766,2023-02,4,Standard,59.86,1,11,0
C02767,2023-01,7,Standard,55.67,1,15,0
C02768,2023-07,11,Premium,94.6,2,13,0
C02769,2024-02,22,Premium,96.84,1,15,1
C02770,2024-05,59,Standard,62.28,0,5,0
C02771,2023-06,23,Basic,31.0,4,22,0
C02772,2023-01,38,Standard,65.22,2,7,0
C02773,2023-07,20,Standard,53.44,1,5,0
C02774,2023-09,52,Premium,87.65,0,3,0
C02775,2024-06,52,Standard,60.94,0,0,0
C02776,2024-01,46,Premium,101.91,3,15,0
C02777,2023-04,5,Premium,98.63,1,14,0
C02778,2023-11,21,Standard,61.01,1,27,0
C02779,2024-02,34,Basic,35.09,1,4,0
C02780,2023-01,51,Standard,69.04,1,32,0
C02781,2024-04,59,Premium,92.65,0,12,0
C02782,2023-02,15,Premium,95.03,1,17,0
C02783,2023-02,23,Premium,93.73,2,0,0
C02784,2024-03,18,Standard,61.77,1,13,0
C02785,2023-07,17,Basic,28.79,1,12,0
C02786,2024-03,1,Premium,103.26,1,5,1
C02787,2023-01,22,Standard,60.71,2,20,0
C02788,2023-07,44,Basic,22.64,0,14,0
C02789,2023-08,50,Standard,54.36,2,11,0
C02790,2023-05,50,Standard,65.71,2,14,0
C02791,2023-10,32,Premium,94.24,0,21,0
C02792,2023-08,28,Premium,108.64,0,19,0
C02793,2023-08,33,Standard,60.5,3,23,0
C02794,2024-01,2,Basic,23.91,1,10,0
C02795,2023-02,53,Premium,100.03,0,0,1
C02796,2023-11,48,Premium,97.07,2,17,0
C02797,2023-07,10,Standard,57.0,4,0,0
C02798,2023-02,14,Basic,36.65,1,18,0
C02799,2023-11,51,Premium,100.49,4,23,0
C02800,2024-06,33,Premium,100.94,4,14,0
C02801,2023-12,10,Basic,34.03,3,4,0
C02802,2023-03,9,Basic,28.74,1,30,1
C02803,2024-05,27,Standard,57.6,1,21,0
C02804,2023-08,11,Standard,60.14,0,3,0
C02805,2024-05,3,Basic,26.26,1,20,0
C02806,2024-03,19,Premium,98.81,4,18,0
C02807,2023-09,29,Premium,93.21,3,22,1
C02808,2024-05,59,Basic,21.87,0,4,0
C02809,2023-03,9,Standard,57.83,3,8,0
C02810,2023-04,58,Premium,100.66,1,15,0
C02811,2023-09,49,Basic,30.2,2,14,0
C02812,2024-06,48,Premium,93.67,2,6,0
C02813,2023-08,30,Standard,56.41,3,23,0
C02814,2023-09,51,Premium,101.11,0,10,0
C02815,2023-04,24,Standard,54.94,1,9,0
C02816,2024-01,45,Premium,107.86,3,3,0
C02817,2023-11,49,Basic,36.16,1,22,0
C02818,2024-03,31,Basic,30.8,1,1,1
C02819,2023-10,30,Basic,34.76,0,12,0
C02820,2023-06,51,Standard,68.05,1,28,0
C02821,2024-03,44,Premium,95.79,5,22,0
C02822,2024-06,13,Basic,26.61,1,8,1
C02823,2023-08,5,Basic,28.1,1,21,1
C02824,2023-04,29,Premium,97.08,1,13,0
C02825,2023-11,47,Basic,28.3,2,19,0
C02826,2023-08,60,Basic,25.24,3,15,0
C02827,2024-03,38,Premium,100.69,2,9,0
C02828,2023-09,45,Basic,29.78,5,1,0
C02829,2023-11,17,Premium,96.34,1,21,0
C02830,2024-02,35,Premium,105.13,1,15,0
C02831,2023-07,26,Standard,61.01,2,2,0
C02832,2023-02,24,Premium,100.64,3,16,0
C02833,2024-03,9,Premium,104.95,1,22,0
C02834,2023-09,49,Standard,56.56,3,21,0
C02835,2023-02,33,Standard,64.69,2,12,0
C02836,2023-03,19,Basic,31.24,0,9,0
C02837,2024-04,51,Premium,100.62,2,24,0
C02838,2023-11,34,Premium,100.43,1,6,0
C02839,2023-03,46,Basic,29.91,0,6,0
C02840,2024-02,26,Premium,100.16,1,17,0
C02841,2024-03,25,Premium,99.34,2,10,0
C02842,2023-06,53,Premium,100.97,1,8,0
C02843,2023-07,35,Premium,109.19,3,11,0
C02844,2024-04,46,Basic,34.16,2,17,0
C02845,2024-04,39,Basic,26.36,1,19,0
C02846,2023-06,60,Premium,99.8,3,21,0
C02847,2024-05,32,Premium,98.65,4,20,0
C02848,2024-05,45,Basic,33.99,0,21,1
C02849,2023-07,1,Basic,28.81,2,0,0
C02850,2023-01,9,Standard,59.96,0,27,0
C02851,2023-11,13,Basic,30.9,0,15,0
C02852,2024-01,10,Premium,95.7,1,15,0
C02853,2023-10,26,Standard,61.47,2,20,0
C02854,2024-02,60,Standard,58.17,3,28,0
C02855,2023-06,13,Premium,105.0,2,21,0
C02856,2023-11,42,Premium,94.7,2,5,1
C02857,2024-01,20,Premium,92.1,3,11,0
C02858,2023-10,34,Premium,96.8,1,5,0
C02859,2023-12,36,Basic,30.83,1,21,0
C02860,2023-10,17,Standard,50.1,2,16,0
C02861,2024-06,2,Basic,28.79,1,15,0
C02862,2023-08,48,Basic,25.2,2,9,0
C02863,2024-03,15,Premium,96.71,1,30,0
C02864,2023-06,7,Standard,57.91,1,10,0
C02865,2024-05,19,Basic,27.87,1,11,0
C02866,2023-08,4,Basic,27.56,1,11,0
C02867,2023-09,30,Basic,26.39,2,13,0
C02868,2023-10,35,Premium,97.36,2,11,0
C02869,2024-01,51,Premium,99.12,1,14,0
C02870,2024-04,27,Standard,55.4,2,18,0
C02871,2023-08,44,Standard,55.78,0,24,0
C02872,2023-06,21,Basic,30.03,0,14,0
C02873,2023-05,1,Standard,54.7,2,10,1
C02874,2024-06,55,Standard,59.49,2,22,0
C02875,2024-01,4,Standard,55.34,1,21,1
C02876,2023-05,59,Basic,29.86,2,22,0
C02877,2023-08,42,Basic,27.47,0,24,0
C02878,2023-03,59,Premium,92.74,1,9,0
C02879,2023-07,55,Premium,101.66,2,6,0
C02880,2023-02,57,Basic,26.61,1,17,0
C02881,2024-02,20,Basic,18.97,3,17,1
C02882,2023-08,10,Premium,100.96,2,13,0
C02883,2023-11,55,Standard,62.97,1,13,0
C02884,2023-07,29,Premium,104.71,4,12,1
C02885,2023-02,56,Basic,28.79,0,20,0
C02886,2023-05,47,Premium,93.4,3,4,0
C02887,2023-09,52,Standard,58.83,1,15,0
C02888,2023-04,46,Premium,108.91,0,23,0
C02889,2023-04,41,Standard,62.85,0,11,1
C02890,2024-04,24,Standard,57.12,1,3,1
C02891,2023-07,8,Premium,94.34,1,12,0
C02892,2023-09,1,Standard,52.63,3,19,0
C02893,2023-04,24,Basic,37.01,0,25,0
C02894,2023-10,12,Basic,20.56,2,13,1
C02895,2023-06,43,Premium,97.16,2,10,0
C02896,2023-02,37,Standard,51.56,3,10,1
C02897,2023-06,9,Basic,37.33,3,20,1
C02898,2023-04,48,Basic,33.64,3,13,1
C02899,2023-05,37,Premium,92.67,2,22,0
C02900,2024-05,35,Standard,64.53,1,20,0
C02901,2024-04,19,Basic,25.42,0,23,0
C02902,2023-05,3,Basic,25.31,3,16,1
C02903,2023-03,18,Premium,94.8,1,14,0
C02904,2023-03,6,Basic,34.88,0,3,0
C02905,2023-11,55,Premium,101.25,3,26,1
C02906,2023-01,10,Basic,33.04,0,19,0
C02907,2023-10,31,Premium,105.64,1,17,0
C02908,2024-06,51,Basic,27.16,1,16,1
C02909,2023-08,19,Premium,96.9,2,9,0
C02910,2023-10,54,Basic,27.2,2,7,0
C02911,2024-03,8,Premium,90.87,1,18,0
C02912,2023-03,51,Premium,97.19,1,27,0
C02913,2023-04,16,Basic,31.9,1,26,0
C02914,2023-04,42,Premium,102.89,1,23,0
C02915,2023-04,18,Basic,30.8,1,21,0
C02916,2023-02,45,Standard,54.98,0,21,0
C02917,2023-01,19,Basic,26.91,0,0,0
C02918,2024-06,20,Premium,96.16,1,16,0
C02919,2024-02,53,Basic,26.81,0,5,0
C02920,2023-05,23,Standard,56.6,2,6,0
C02921,2023-01,2,Premium,100.35,2,17,0
C02922,2023-06,13,Premium,98.01,0,13,0
C02923,2023-12,13,Standard,58.18,3,18,1
C02924,2023-07,45,Premium,98.96,3,21,0
C02925,2023-05,9,Standard,54.13,1,23,0
C02926,2024-01,41,Standard,53.73,1,15,0
C02927,2024-03,45,Premium,96.99,3,18,0
C02928,2024-03,7,Standard,58.02,0,2,0
C02929,2024-03,5,Basic,32.1,0,15,0
C02930,2023-10,57,Premium,101.56,3,15,0
C02931,2023-04,46,Basic,17.89,1,14,0
C02932,2024-03,23,Premium,101.62,2,4,1
C02933,2023-08,52,Basic,26.37,0,18,0
C02934,2024-03,11,Standard,52.2,0,28,0
C02935,2023-07,30,Premium,105.15,2,9,1
C02936,2024-06,36,Standard,63.23,3,17,0
C02937,2023-04,36,Standard,60.11,3,17,0
C02938,2023-05,60,Basic,33.72,0,18,0
C02939,2023-12,10,Premium,104.07,1,19,0
C02940,2023-05,18,Basic,32.7,0,36,0
C02941,2024-01,6,Standard,54.6,3,8,0
C02942,2023-09,34,Premium,88.84,3,13,0
C02943,2023-11,4,Basic,30.6,3,29,0
C02944,2023-05,48,Premium,92.94,0,22,0
C02945,2023-09,52,Premium,103.38,4,12,0
C02946,2024-02,40,Basic,30.99,1,7,1
C02947,2024-06,22,Premium,102.3,3,29,1
C02948,2023-03,29,Premium,102.03,0,14,0
C02949,2023-11,31,Basic,38.96,1,9,0
C02950,2024-03,28,Standard,54.16,2,8,0
C02951,2023-05,54,Standard,55.95,0,4,0
C02952,2024-05,11,Standard,58.04,3,21,1
C02953,2023-08,53,Basic,21.02,2,22,0
C02954,2023-07,23,Basic,33.25,2,11,0
C02955,2023-01,53,Basic,23.24,5,12,0
C02956,2024-03,9,Standard,65.31,0,13,0
C02957,2023-07,42,Basic,25.51,2,6,1
C02958,2023-02,46,Basic,32.33,1,4,0
C02959,2023-02,45,Basic,27.01,1,15,0
C02960,2023-11,26,Standard,57.38,4,0,0
C02961,2023-09,1,Basic,31.2,2,12,1
C02962,2023-12,22,Premium,94.27,1,3,0
C02963,2023-12,47,Premium,109.11,1,8,0
C02964,2023-09,53,Standard,57.22,3,29,0
C02965,2023-12,50,Premium,99.1,1,21,0
C02966,2023-10,17,Standard,71.97,1,30,0
C02967,2023-05,46,Premium,104.79,3,20,0
C02968,2023-12,2,Premium,102.44,0,7,0
C02969,2023-03,24,Standard,54.81,0,12,0
C02970,2023-03,34,Basic,32.78,4,20,0
C02971,2023-10,52,Standard,67.97,0,13,0
C02972,2023-09,38,Standard,57.3,0,26,0
C02973,2023-08,12,Premium,92.19,0,7,0
C02974,2023-11,41,Premium,96.51,4,19,0
C02975,2023-10,57,Standard,64.57,5,18,1
C02976,2024-02,59,Premium,95.64,2,9,0
C02977,2023-11,1,Standard,62.27,1,9,0
C02978,2023-10,22,Basic,30.77,4,7,0
C02979,2024-01,35,Premium,100.26,5,8,0
C02980,2023-07,5,Standard,60.03,0,12,0
C02981,2024-05,54,Basic,27.87,1,17,0
C02982,2023-11,5,Basic,33.18,1,3,0
C02983,2023-12,37,Basic,23.58,3,9,1
C02984,2024-05,7,Basic,37.46,3,24,0
C02985,2024-01,57,Standard,54.1,3,4,1
C02986,2024-02,7,Basic,27.81,3,13,0
C02987,2023-12,25,Standard,57.81,2,8,0
C02988,2024-02,58,Premium,94.93,3,11,0
C02989,2023-10,1,Basic,31.53,1,7,0
C02990,2023-07,53,Basic,30.36,2,17,0
C02991,2023-03,55,Basic,27.17,2,27,0
C02992,2023-01,53,Standard,57.15,1,27,0
C02993,2023-12,58,Premium,96.34,0,18,0
C02994,2024-01,49,Standard,63.81,1,3,0
C02995,2023-09,55,Basic,21.82,0,12,0
C02996,2023-07,47,Standard,48.21,2,16,0
C02997,2024-05,10,Premium,108.16,2,12,0
C02998,2024-01,44,Premium,94.15,1,3,0
C02999,2024-03,24,Standard,61.02,1,26,1
C03000,2024-01,7,Premium,97.81,1,3,1
C03001,2023-12,53,Standard,59.97,3,19,0
C03002,2024-03,26,Standard,60.72,0,13,0
C03003,2023-07,1,Standard,58.68,3,20,1
C03004,2024-05,23,Standard,67.63,1,14,0
C03005,2023-03,29,Basic,20.42,0,1,1
C03006,2024-03,37,Standard,65.74,1,12,0
C03007,2023-06,39,Basic,36.57,3,19,1
C03008,2024-02,38,Premium,106.44,0,16,0
C03009,2023-10,15,Standard,55.63,6,28,1
C03010,2024-05,39,Basic,31.76,0,19,0
C03011,2024-02,6,Standard,55.13,3,7,1
C03012,2024-04,34,Basic,26.36,0,22,0
C03013,2024-03,19,Standard,63.34,2,14,0
C03014,2023-07,5,Standard,64.27,2,18,0
C03015,2023-02,16,Standard,57.77,1,18,0
C03016,2024-02,31,Premium,91.54,0,23,0
C03017,2023-02,50,Premium,100.77,0,4,0
C03018,2023-11,19,Premium,98.34,2,16,1
C03019,2023-04,22,Premium,103.01,2,12,0
C03020,2023-12,48,Premium,100.42,3,7,0
C03021,2024-06,40,Premium,97.83,1,11,0
C03022,2024-01,41,Basic,34.03,1,27,1
C03023,2024-01,55,Standard,57.14,0,3,0
C03024,2024-01,51,Standard,49.43,1,25,1
C03025,2023-12,34,Premium,96.97,0,4,0
C03026,2023-10,58,Standard,55.43,1,18,0
C03027,2023-07,54,Basic,31.97,0,17,0
C03028,2023-06,57,Basic,26.25,1,9,0
C03029,2024-02,9,Premium,96.9,1,15,0
C03030,2023-04,10,Standard,59.79,1,15,0
C03031,2023-03,41,Basic,35.19,0,10,0
C03032,2023-11,27,Standard,58.54,3,19,0
C03033,2023-08,27,Standard,53.6,0,2,0
C03034,2023-02,4,Standard,67.39,2,16,0
C03035,2024-04,58,Basic,29.95,3,10,0
C03036,2023-07,49,Basic,30.06,3,5,0
C03037,2024-02,46,Standard,52.89,2,19,0
C03038,2024-02,17,Standard,61.69,2,13,0
C03039,2024-04,45,Premium,106.25,1,11,0
C03040,2023-01,27,Standard,55.57,0,17,0
C03041,2023-04,11,Standard,51.5,0,17,0
C03042,2023-05,43,Premium,98.92,3,29,0
C03043,2023-09,17,Premium,102.2,0,3,0
