campaign_id,date,channel,spend,impressions,clicks,conversions,revenue,roi
CAM0706,2024-09-17,Search,4549.57,399490,17586,1094,270454.16,5844.6
CAM0707,2024-05-03,Email,3173.8,207940,2501,107,11783.98,271.3
CAM0708,2024-05-31,Search,5785.25,584935,26947,2127,384532.29,6546.8
CAM0709,2024-05-03,Affiliate,5202.46,839721,32204,1461,187539.32,3504.8
CAM0710,2024-08-26,Search,5021.83,423640,20456,418,111330.87,2116.9
CAM0711,2024-01-15,Email,4732.37,310709,2191,62,7485.29,58.2
CAM0712,2024-10-14,Affiliate,5226.88,466679,17551,622,139853.54,2575.7
CAM0713,2024-05-27,Display,4541.15,523424,13486,121,14186.14,212.4
CAM0714,2024-12-24,Social,4202.27,742912,32601,783,77237.06,1738.0
CAM0715,2024-10-20,Social,3173.17,253111,11338,202,53527.92,1586.9
CAM0716,2024-10-04,Search,1494.79,221931,2949,207,44794.29,2896.7
CAM0717,2024-03-24,Affiliate,2447.74,190470,1193,45,10642.18,334.8
CAM0718,2024-06-18,Search,6412.68,568095,4350,390,87775.88,1268.8
CAM0719,2024-08-07,Affiliate,4357.05,272559,10131,457,46409.43,965.2
CAM0720,2024-08-21,Display,4985.21,714944,12814,67,6833.36,37.1
CAM0721,2024-03-27,Display,2027.35,125759,1125,16,1408.57,-30.5
CAM0722,2024-09-19,Email,7315.04,438462,21905,359,95950.43,1211.7
CAM0723,2024-06-13,Email,5667.46,346156,10077,490,109778.71,1837.0
CAM0724,2024-03-16,Email,3394.91,626592,21488,737,163845.16,4726.2
CAM0725,2024-09-18,Email,2887.07,335286,15995,304,34979.35,1111.6
CAM0726,2024-06-19,Email,2892.15,216524,3893,211,51366.79,1676.1
CAM0727,2024-04-20,Social,4298.89,482228,14169,380,62826.46,1361.5
CAM0728,2024-10-16,Search,997.46,193874,7867,578,145512.97,14488.4
CAM0729,2024-09-08,Affiliate,6555.06,947841,17213,141,34284.74,423.0
CAM0730,2024-03-10,Social,3946.17,501852,24283,589,54804.88,1288.8
CAM0731,2024-07-24,Email,7606.09,722174,19592,516,140719.25,1750.1
CAM0732,2024-07-27,Display,7774.47,1454803,11445,155,33534.32,331.3
CAM0733,2024-11-22,Display,2994.51,416445,5521,85,9412.17,214.3
CAM0734,2024-05-26,Affiliate,9605.59,1442769,43965,1502,243990.32,2440.1
CAM0735,2024-11-25,Display,4163.97,392019,7555,64,8456.73,103.1
CAM0736,2024-11-07,Search,8676.61,851978,35990,1827,297534.86,3329.2
CAM0737,2024-05-27,Affiliate,3062.27,586349,9012,278,64082.76,1992.7
CAM0738,2024-09-17,Email,3775.29,704329,3964,147,35518.15,840.8
CAM0739,2024-08-21,Affiliate,3422.3,192415,2016,60,14434.62,321.8
CAM0740,2024-05-01,Email,5286.5,602409,4124,260,45874.31,767.8
CAM0741,2024-04-25,Social,3016.08,587580,3600,48,10393.18,244.6
CAM0742,2024-08-06,Email,5652.64,543759,20538,1071,303442.61,5268.2
CAM0743,2024-06-01,Social,8081.89,835735,11980,374,39265.1,385.8
CAM0744,2024-03-30,Search,1829.65,170304,2313,60,15241.33,733.0
CAM0745,2024-02-10,Display,6130.91,1086386,14225,198,16021.1,161.3
CAM0746,2024-05-11,Search,7963.69,1251027,48684,3537,424589.15,5231.6
CAM0747,2024-05-31,Social,3874.33,500436,3923,113,21556.8,456.4
CAM0748,2024-07-31,Social,2910.93,424080,9484,334,54109.02,1758.8
CAM0749,2024-02-17,Email,5544.76,361346,16209,568,146007.53,2533.3
CAM0750,2024-03-21,Social,3226.98,618081,17612,410,103104.42,3095.1
CAM0751,2024-04-26,Search,4840.4,664685,26488,1651,329823.77,6714.0
CAM0752,2024-09-09,Search,2379.55,263486,8850,547,50662.24,2029.1
CAM0753,2024-09-15,Email,6653.5,1228492,35084,1221,107062.66,1509.1
CAM0754,2024-05-03,Social,5512.45,994597,27158,798,119903.04,2075.1
CAM0755,2024-06-22,Affiliate,6260.21,836678,19587,474,50694.36,709.8
CAM0756,2024-03-02,Affiliate,5642.69,533151,5186,283,62016.11,999.1
CAM0757,2024-08-26,Display,5994.51,1151222,27478,446,86124.6,1336.7
CAM0758,2024-02-22,Display,6960.28,501799,4660,36,7646.31,9.9
CAM0759,2024-01-18,Email,8560.45,439737,6547,405,88749.42,936.7
CAM0760,2024-07-04,Search,4433.9,500802,6096,550,160264.38,3514.5
CAM0761,2024-10-16,Search,4744.43,829367,6157,389,36593.0,671.3
CAM0762,2024-01-01,Display,3212.31,544038,15650,129,25337.67,688.8
CAM0763,2024-01-08,Email,5298.56,485628,13506,561,162294.34,2963.0
CAM0764,2024-06-29,Search,2025.64,173951,4017,288,67827.73,3248.5
CAM0765,2024-05-27,Email,6021.04,554962,10820,530,53276.21,784.8
CAM0766,2024-08-01,Affiliate,5580.55,807080,27180,1159,180303.67,3130.9
CAM0767,2024-10-28,Display,5333.05,800523,29622,392,83015.32,1456.6
CAM0768,2024-09-01,Display,6011.3,962724,13275,131,10583.72,76.1
CAM0769,2024-11-30,Display,2467.88,460445,11202,147,30636.52,1141.4
CAM0770,2024-02-01,Search,5302.89,388664,18479,1364,365014.11,6783.3
CAM0771,2024-05-27,Affiliate,7276.49,1238696,34743,1306,196842.0,2605.2
CAM0772,2024-01-18,Display,4733.82,785314,38800,531,130167.66,2649.7
CAM0773,2024-12-22,Affiliate,2959.01,297947,11008,423,40158.01,1257.1
CAM0774,2024-12-19,Search,4795.47,675779,25418,2086,618490.96,12797.4
CAM0775,2024-03-24,Search,4082.93,649667,11151,744,108400.42,2555.0
CAM0776,2024-04-16,Affiliate,4688.8,259126,4552,43,11964.01,155.2
CAM0777,2024-02-07,Display,3943.97,254210,2640,31,6168.41,56.4
CAM0778,2024-10-27,Search,3217.08,464973,7744,484,115942.88,3504.0
CAM0779,2024-01-31,Display,7677.74,795417,17543,271,54095.38,604.6
CAM0780,2024-01-19,Social,1267.97,88017,1750,47,10706.31,744.4
CAM0781,2024-12-09,Affiliate,6123.5,630385,6487,239,66077.19,979.1
CAM0782,2024-04-14,Search,310.46,21514,454,36,5871.05,1791.1
CAM0783,2024-05-02,Social,4141.52,528856,24053,562,152357.1,3578.8
CAM0784,2024-09-07,Search,3064.3,319321,11037,557,66443.2,2068.3
CAM0785,2024-01-06,Email,6872.45,1322445,19725,1319,277433.79,3936.9
CAM0786,2024-12-18,Search,4145.97,563284,27020,2553,604328.76,14476.3
CAM0787,2024-01-06,Email,4142.22,784868,15856,619,91956.09,2120.0
CAM0788,2024-07-25,Social,2164.36,307155,5527,139,28561.83,1219.6
CAM0789,2024-10-30,Affiliate,4609.2,789622,16036,583,168983.45,3566.2
CAM0790,2024-08-30,Email,4240.78,389569,16139,510,71086.62,1576.3
CAM0791,2024-07-11,Email,6251.31,570102,23086,1019,86896.17,1290.0
CAM0792,2024-11-28,Email,6616.01,1099787,22126,713,94861.26,1333.8
CAM0793,2024-07-14,Social,5478.13,1033294,19997,721,149598.77,2630.8
CAM0794,2024-02-06,Display,3577.53,246510,8832,90,9626.37,169.1
CAM0795,2024-03-08,Social,4007.29,666333,24901,376,63725.42,1490.2
CAM0796,2024-06-18,Display,8315.3,989037,35867,132,20654.42,148.4
CAM0797,2024-12-07,Email,2554.67,269819,7507,385,55894.7,2087.9
CAM0798,2024-01-06,Social,3539.47,261875,8481,184,23504.68,564.1
CAM0799,2024-07-31,Email,4942.42,337311,2641,136,37988.13,668.6
CAM0800,2024-03-27,Search,5163.76,273366,6254,359,95212.78,1743.9
CAM0801,2024-05-09,Search,5258.86,598615,6863,422,102981.6,1858.2
CAM0802,2024-09-05,Social,8388.99,1387763,34905,635,107292.72,1179.0
CAM0803,2024-04-11,Search,6110.74,506559,3077,254,27959.23,357.5
CAM0804,2024-05-23,Display,2357.07,267487,10273,82,15439.33,555.0
CAM0805,2024-12-18,Social,8861.5,1744979,62691,1099,164174.69,1752.7
CAM0806,2024-01-23,Email,5024.31,784402,21983,937,274535.23,5364.1
CAM0807,2024-09-17,Affiliate,4923.53,342789,14996,506,128160.65,2503.0
CAM0808,2024-04-21,Affiliate,5242.12,851045,30985,890,178040.37,3296.3
CAM0809,2024-09-23,Display,4552.41,236764,8379,41,10351.3,127.4
CAM0810,2024-10-18,Display,4767.3,403991,15058,198,29744.73,523.9
CAM0811,2024-11-15,Display,6918.55,1140967,37996,612,50667.61,632.3
CAM0812,2024-12-18,Affiliate,4245.41,582812,24472,1164,335749.75,7808.5
CAM0813,2024-09-23,Email,2697.75,489596,3866,146,27470.56,918.3
CAM0814,2024-01-02,Affiliate,8241.65,957314,7467,299,75449.48,815.5
CAM0815,2024-12-07,Social,5465.79,364893,5755,119,31107.9,469.1
CAM0816,2024-10-03,Affiliate,8737.54,1005748,27257,1200,350895.86,3916.0
CAM0817,2024-04-04,Display,7969.97,685181,19852,195,49814.54,525.0
CAM0818,2024-09-16,Search,3055.52,363076,5450,272,22100.4,623.3
CAM0819,2024-03-25,Display,6258.12,746402,18031,323,40676.28,550.0
CAM0820,2024-06-25,Social,6499.89,869031,37609,1045,84618.24,1201.8
CAM0821,2024-11-15,Email,5345.77,1037970,34907,970,267399.47,4902.1
CAM0822,2024-06-20,Display,9046.55,1186281,18835,271,77446.58,756.1
CAM0823,2024-03-19,Display,6046.77,915003,41500,628,113255.48,1773.0
CAM0824,2024-10-12,Display,1572.13,100114,4570,46,5015.66,219.0
CAM0825,2024-12-13,Email,6243.84,363194,6569,282,64476.28,932.6
CAM0826,2024-08-22,Display,4846.95,809472,6381,106,14432.31,197.8
CAM0827,2024-07-01,Search,5234.55,462638,20281,2258,398672.26,7516.2
CAM0828,2024-05-02,Affiliate,4918.41,565582,26377,1244,338588.51,6784.1
CAM0829,2024-05-07,Display,5968.08,1169994,31898,316,38551.81,546.0
CAM0830,2024-05-30,Affiliate,2937.91,270086,11347,435,56493.55,1822.9
CAM0831,2024-05-30,Search,8841.0,1153160,47518,2723,737422.09,8240.9
CAM0832,2024-07-13,Search,6037.79,1194252,26666,1599,200166.74,3215.2
CAM0833,2024-02-08,Affiliate,5443.12,511090,22236,1134,116418.62,2038.8
CAM0834,2024-08-11,Social,5229.95,453474,6023,108,21526.13,311.6
CAM0835,2024-12-25,Social,8212.09,567317,23393,421,106464.59,1196.4
CAM0836,2024-02-05,Search,6353.46,697795,10124,363,53716.26,745.5
CAM0837,2024-02-04,Email,7569.44,564201,26835,2151,334702.53,4321.8
CAM0838,2024-03-20,Search,4945.96,528916,8309,373,36778.36,643.6
CAM0839,2024-09-29,Display,6535.0,858926,8192,100,25473.7,289.8
CAM0840,2024-09-07,Search,9282.95,947305,31510,1679,357618.59,3752.4
CAM0841,2024-09-25,Email,2326.09,164759,1279,62,12800.49,450.3
CAM0842,2024-09-07,Social,6166.65,1065211,52768,893,196460.4,3085.9
CAM0843,2024-02-06,Display,6920.98,1329710,23623,288,63443.62,816.7
CAM0844,2024-12-10,Display,4458.35,687518,13607,189,21117.74,373.7
CAM0845,2024-11-16,Email,4424.8,663403,25547,896,131452.0,2870.8
CAM0846,2024-10-04,Affiliate,1772.23,221557,9265,286,38698.53,2083.6
CAM0847,2024-12-16,Email,9989.2,825915,33452,1521,411459.94,4019.0
CAM0848,2024-07-16,Social,2965.76,375211,1892,57,6470.92,118.2
CAM0849,2024-07-24,Affiliate,4906.02,947714,6241,257,72561.9,1379.0
CAM0850,2024-10-12,Affiliate,5548.65,916889,18996,1043,88859.79,1501.5
CAM0851,2024-12-07,Display,2342.65,374665,8658,149,20632.01,780.7
CAM0852,2024-10-01,Display,6490.37,1220743,38281,470,138493.16,2033.8
CAM0853,2024-10-04,Affiliate,3292.13,653502,22040,775,145877.28,4331.1
CAM0854,2024-07-21,Affiliate,5084.72,772477,12843,752,188483.87,3606.9
CAM0855,2024-01-23,Email,7870.08,784199,9308,370,35753.91,354.3
CAM0856,2024-11-26,Email,9018.72,1693650,46138,2668,451163.43,4902.5
CAM0857,2024-04-25,Display,5942.66,339648,12865,141,21565.27,262.9
CAM0858,2024-12-04,Affiliate,3845.51,274929,11840,523,125347.84,3159.6
CAM0859,2024-12-13,Search,5767.55,1052832,24041,1379,163079.1,2727.5
CAM0860,2024-06-28,Email,7227.96,1364333,66500,3139,785891.61,10772.9
CAM0861,2024-02-12,Search,5836.06,1025377,47948,4119,1222162.79,20841.6
CAM0862,2024-10-11,Affiliate,6653.19,863892,42954,839,87777.87,1219.3
CAM0863,2024-01-04,Email,6523.89,812785,38126,1730,506492.52,7663.7
CAM0864,2024-04-04,Display,4105.76,705398,15896,193,15570.19,279.2
CAM0865,2024-09-14,Search,4387.69,377364,10287,694,68640.2,1464.4
CAM0866,2024-08-21,Display,4958.47,601822,23003,332,31563.63,536.6
CAM0867,2024-11-29,Display,1936.3,103465,4096,51,8686.52,348.6
CAM0868,2024-06-22,Social,4942.74,591362,24777,913,193640.56,3817.7
CAM0869,2024-07-15,Affiliate,1085.64,100875,3435,166,28931.0,2564.9
CAM0870,2024-11-11,Affiliate,5866.74,698245,23681,1106,147411.88,2412.7
CAM0871,2024-02-28,Display,4105.38,352230,17581,231,29596.76,620.9
CAM0872,2024-03-17,Social,5290.85,490122,8231,373,91952.44,1638.0
CAM0873,2024-05-28,Search,4381.47,304058,6533,324,66808.58,1424.8
CAM0874,2024-05-27,Search,9002.11,1133028,38175,2737,804902.18,8841.3
CAM0875,2024-08-06,Affiliate,6027.99,410045,18495,940,144347.3,2294.6
CAM0876,2024-11-27,Social,5153.54,931402,26655,512,63910.94,1140.1
CAM0877,2024-02-22,Display,5264.9,883339,17702,158,19063.63,262.1
CAM0878,2024-03-25,Affiliate,2095.17,249031,1460,41,7601.84,262.8
CAM0879,2024-04-05,Social,276.33,30073,1497,29,7883.07,2752.8
CAM0880,2024-07-23,Email,4000.19,731740,20532,1091,209295.34,5132.1
CAM0881,2024-02-14,Search,5258.21,529765,3382,210,39980.66,660.3
CAM0882,2024-05-09,Social,7355.15,1312253,61256,1178,318315.88,4227.8
CAM0883,2024-01-21,Social,2780.4,355216,8838,47,8743.64,214.5
CAM0884,2024-05-30,Search,5049.44,567223,15629,999,240265.25,4658.3
CAM0885,2024-01-13,Display,7538.16,475589,17128,152,20164.35,167.5
CAM0886,2024-01-13,Search,6500.08,569617,11038,183,26044.05,300.7
CAM0887,2024-11-14,Social,2401.68,370639,10002,245,39514.08,1545.3
CAM0888,2024-11-12,Search,6378.67,807024,5610,183,25600.83,301.4
CAM0889,2024-08-07,Social,3410.79,275627,4847,108,16158.8,373.8
CAM0890,2024-01-18,Search,4809.73,351098,12480,944,116985.55,2332.3
CAM0891,2024-01-06,Affiliate,6826.81,428753,7691,180,25795.2,277.9
CAM0892,2024-10-11,Affiliate,5887.95,867607,4801,143,28604.61,385.8
CAM0893,2024-09-25,Email,5671.1,579499,20683,800,168590.81,2872.8
CAM0894,2024-10-06,Email,7153.46,1153636,53661,2839,602654.67,8324.7
CAM0895,2024-08-09,Email,3022.29,521521,8091,180,50242.85,1562.4
CAM0896,2024-01-01,Search,7378.83,1026515,13067,669,68697.68,831.0
CAM0897,2024-05-17,Email,3796.4,438712,17335,953,148976.2,3824.1
CAM0898,2024-05-30,Affiliate,2953.48,184553,2979,119,18183.49,515.7
CAM0899,2024-12-11,Email,5036.9,609419,20960,920,256262.8,4987.7
CAM0900,2024-06-03,Email,7390.65,756948,10385,532,140357.27,1799.1
CAM0901,2024-09-21,Affiliate,6958.17,1003404,36980,1299,360670.11,5083.4
CAM0902,2024-06-19,Email,3551.84,502545,17279,1019,146487.59,4024.3
CAM0903,2024-10-22,Search,3858.72,379819,12263,826,181898.28,4614.0
CAM0904,2024-01-18,Email,5847.07,571936,7734,267,34915.91,497.2
CAM0905,2024-04-21,Affiliate,3467.04,375719,8833,308,85775.04,2374.0
CAM0906,2024-10-30,Social,6488.08,1017331,45057,1094,302947.37,4569.3
CAM0907,2024-01-18,Search,2293.33,334034,15696,1617,341693.79,14799.5
CAM0908,2024-05-18,Email,5760.05,367800,11412,448,111755.34,1840.2
CAM0909,2024-03-04,Email,4694.89,606707,22350,932,210061.42,4374.3
CAM0910,2024-01-05,Search,4255.7,668133,5293,464,99585.52,2240.1
CAM0911,2024-11-01,Affiliate,9752.87,1666634,46438,1493,222148.18,2177.8
CAM0912,2024-02-03,Display,4084.82,767507,15985,186,19423.27,375.5
CAM0913,2024-12-13,Display,2246.9,211777,4338,60,10069.58,348.2
CAM0914,2024-08-09,Social,5373.64,355573,2753,63,12461.07,131.9
CAM0915,2024-09-27,Social,1294.03,235403,10235,72,5921.06,357.6
CAM0916,2024-07-11,Search,4264.76,346662,2598,202,57725.48,1253.5
CAM0917,2024-04-20,Social,1443.87,72860,1815,50,7204.53,399.0
CAM0918,2024-06-10,Search,4393.32,747056,29410,1436,225016.05,5021.8
CAM0919,2024-10-09,Email,5166.52,450268,7829,215,19342.99,274.4
CAM0920,2024-09-16,Email,76.61,13429,643,39,8296.78,10729.9
CAM0921,2024-06-02,Display,4902.58,529797,18195,171,25428.53,418.7
CAM0922,2024-10-07,Email,3844.18,468824,7952,274,26401.02,586.8
CAM0923,2024-10-04,Social,4294.37,740113,23438,498,130515.28,2939.2
CAM0924,2024-06-06,Display,6375.13,397046,5360,50,6493.91,1.9
CAM0925,2024-08-09,Search,2885.21,237453,5253,286,76052.74,2536.0
CAM0926,2024-01-25,Social,9927.97,1035303,16145,371,98205.24,889.2
CAM0927,2024-04-14,Search,5799.36,1010518,19671,1180,127737.95,2102.6
CAM0928,2024-12-08,Social,8466.61,912236,32523,900,253740.95,2897.0
CAM0929,2024-10-30,Search,2918.63,261252,7097,483,131616.96,4409.5
CAM0930,2024-03-17,Social,4226.11,591973,27558,681,79832.19,1789.0
CAM0931,2024-03-28,Social,6993.08,849527,35813,498,142229.17,1933.9
CAM0932,2024-05-01,Display,5717.98,850700,20028,182,50718.95,787.0
CAM0933,2024-09-22,Affiliate,7832.82,760666,8665,424,121294.55,1448.5
CAM0934,2024-10-06,Affiliate,1020.22,157835,6440,162,26087.86,2457.1
CAM0935,2024-01-19,Email,2312.54,167822,2891,127,18710.22,709.1
CAM0936,2024-04-16,Social,5602.88,992550,10351,281,47549.77,748.7
CAM0937,2024-05-26,Email,4508.58,272383,8052,331,45578.06,910.9
CAM0938,2024-03-11,Display,5568.58,773070,6854,159,20001.89,259.2
CAM0939,2024-04-09,Display,1970.38,162121,990,5,1206.31,-38.8
CAM0940,2024-06-16,Display,3927.72,536572,25963,244,46262.92,1077.9
CAM0941,2024-03-29,Search,3524.27,182068,6537,423,79640.99,2159.8
CAM0942,2024-04-28,Email,2659.45,274225,10023,370,58175.05,2087.5
CAM0943,2024-03-05,Email,4410.98,753056,31909,1319,326056.02,7291.9
CAM0944,2024-11-30,Email,4717.61,765567,5801,249,28892.73,512.4
CAM0945,2024-03-15,Social,3385.1,463532,8341,169,49544.52,1363.6
CAM0946,2024-02-28,Search,4989.92,695463,17209,1440,399405.92,7904.3
CAM0947,2024-05-10,Display,2038.34,337850,9078,109,10183.43,399.6
CAM0948,2024-06-17,Email,5329.54,852256,11452,543,135280.93,2438.3
CAM0949,2024-08-06,Display,5462.62,505709,13122,95,9367.1,71.5
CAM0950,2024-04-23,Display,5321.55,592449,16781,207,39647.04,645.0
CAM0951,2024-04-12,Search,6095.73,1098800,6640,410,97105.53,1493.0
CAM0952,2024-09-01,Social,3920.71,334034,16650,476,130016.38,3216.1
CAM0953,2024-10-10,Affiliate,2563.96,245195,10145,226,19802.24,672.3
CAM0954,2024-07-03,Affiliate,2518.85,246113,7248,304,82427.45,3172.4
CAM0955,2024-01-13,Social,3554.37,626682,20308,431,52245.5,1369.9
CAM0956,2024-10-18,Email,7770.99,1046272,13788,401,45178.96,481.4
CAM0957,2024-03-13,Social,1596.98,267658,3169,87,7113.49,345.4
CAM0958,2024-01-15,Search,3331.18,620581,7736,326,85393.45,2463.5
CAM0959,2024-02-24,Search,4784.73,549374,15168,929,133938.72,2699.3
CAM0960,2024-04-30,Social,3264.31,226099,4266,109,12002.63,267.7
CAM0961,2024-01-03,Search,3441.75,632137,30957,1514,313841.94,9018.7
CAM0962,2024-10-12,Social,1268.8,99000,1107,6,799.15,-37.0
CAM0963,2024-02-10,Display,5472.6,802435,18943,137,37503.4,585.3
CAM0964,2024-09-22,Social,4694.59,681167,21685,752,142603.17,2937.6
CAM0965,2024-12-21,Affiliate,5930.63,522559,12079,462,54901.82,825.7
CAM0966,2024-12-15,Social,5848.51,468231,14082,510,64101.19,996.0
CAM0967,2024-09-17,Display,1227.56,196424,3173,36,9721.02,691.9
CAM0968,2024-04-14,Email,7949.15,1083882,39689,1951,320593.83,3933.1
CAM0969,2024-12-24,Affiliate,7409.14,1387937,59068,1823,449053.89,5960.8
CAM0970,2024-03-24,Affiliate,2499.02,425910,8271,494,130734.56,5131.4
CAM0971,2024-02-29,Affiliate,5150.3,808995,25317,1200,229775.84,4361.4
CAM0972,2024-01-18,Display,6776.86,900791,44047,731,95921.97,1315.4
CAM0973,2024-10-31,Social,5588.89,330544,14016,339,71149.57,1173.1
CAM0974,2024-08-30,Search,5994.82,344095,1746,91,16090.56,168.4
CAM0975,2024-07-16,Email,7100.87,657869,10570,394,34195.21,381.6
CAM0976,2024-04-01,Email,7212.85,995953,6037,336,30056.84,316.7
CAM0977,2024-01-17,Social,587.03,61363,1989,54,4990.2,750.1
CAM0978,2024-10-09,Email,5467.26,938286,44180,2783,680568.41,12348.1
CAM0979,2024-09-25,Affiliate,8465.43,1508978,28308,1111,268094.77,3066.9
CAM0980,2024-03-17,Email,5714.04,393095,10327,285,62571.12,995.0
CAM0981,2024-11-26,Search,4663.14,706342,8791,855,75527.94,1519.7
CAM0982,2024-05-01,Email,5000.76,584816,28383,1632,287543.67,5650.0
CAM0983,2024-07-07,Search,4956.48,765592,4101,257,36296.55,632.3
CAM0984,2024-01-11,Email,6149.17,891703,39424,224,19022.96,209.4
CAM0985,2024-09-11,Social,5743.36,872285,6608,47,6596.87,14.9
CAM0986,2024-04-26,Social,4834.75,386960,9284,153,18482.96,282.3
CAM0987,2024-10-31,Affiliate,2689.6,185769,8596,471,101428.93,3671.2
CAM0988,2024-05-27,Email,7239.2,1125603,26174,1051,148258.2,1948.0
CAM0989,2024-08-08,Social,9756.31,1767786,12290,350,76419.92,683.3
CAM0990,2024-06-26,Affiliate,4683.76,832687,17903,295,27695.9,491.3
CAM0991,2024-08-29,Social,4802.63,653502,21892,390,79317.8,1551.5
CAM0992,2024-02-24,Social,4075.04,660074,15295,378,70711.06,1635.2
CAM0993,2024-04-30,Search,3743.53,638121,4908,445,109819.78,2833.6
CAM0994,2024-10-14,Affiliate,3939.88,423340,6138,161,27952.52,609.5
CAM0995,2024-11-12,Display,6299.14,679679,22134,263,29191.02,363.4
CAM0996,2024-10-08,Display,6710.62,714088,26606,335,61082.73,810.2
CAM0997,2024-09-11,Social,2221.55,159183,5479,131,31278.76,1308.0
CAM0998,2024-05-07,Affiliate,3184.1,620691,14110,559,86054.87,2602.6
CAM0999,2024-03-06,Email,3803.98,225799,2528,106,25960.27,582.5
CAM1000,2024-06-22,Search,5086.29,605422,17930,1422,279875.22,5402.5
CAM1001,2024-11-22,Search,3897.27,246273,10839,114,33443.78,758.1
CAM1002,2024-12-26,Email,3086.78,484409,16319,763,90463.84,2830.7
CAM1003,2024-08-20,Email,7363.66,1440170,66109,3242,655997.42,8808.6
CAM1004,2024-04-25,Affiliate,6991.41,963545,16427,653,53330.68,662.8
CAM1005,2024-06-17,Search,5436.09,389103,15648,943,84819.99,1460.3
CAM1006,2024-12-27,Social,7098.83,838854,19020,625,174927.33,2364.2
CAM1007,2024-09-03,Display,3070.79,424856,17958,230,21926.72,614.0
CAM1008,2024-04-25,Email,2616.14,433092,19252,1300,288082.05,10911.7
CAM1009,2024-12-27,Search,5341.9,459638,5191,335,64913.31,1115.2
CAM1010,2024-10-10,Email,2722.75,212750,8539,358,100150.64,3578.3
CAM1011,2024-12-06,Social,4848.79,290314,7825,116,20801.49,329.0
CAM1012,2024-06-05,Search,5301.9,860811,32297,1558,405473.7,7547.7
CAM1013,2024-03-18,Display,5869.35,308035,10521,88,23668.16,303.3
CAM1014,2024-07-28,Email,5314.19,870096,16704,708,200596.54,3674.7
CAM1015,2024-07-27,Social,5602.77,620906,8961,206,43040.71,668.2
CAM1016,2024-09-23,Display,5189.53,557938,20343,189,47797.67,821.0
CAM1017,2024-03-13,Email,6108.04,473981,15060,736,196332.36,3114.3
CAM1018,2024-04-09,Search,6274.3,421147,8584,553,107913.81,1619.9
CAM1019,2024-02-28,Search,4640.98,871453,37917,1714,310193.74,6583.8
CAM1020,2024-01-02,Display,3678.52,391280,9466,97,10723.69,191.5
CAM1021,2024-05-30,Social,6922.86,1381332,62630,863,134353.56,1840.7
CAM1022,2024-09-06,Search,2321.19,336508,3541,225,62988.37,2613.6
CAM1023,2024-11-20,Social,3467.29,221128,8838,172,13911.84,301.2
CAM1024,2024-01-27,Display,4120.74,596622,26117,254,72315.11,1654.9
CAM1025,2024-11-24,Search,3473.93,192010,2254,105,27144.08,681.4
CAM1026,2024-07-07,Display,4261.03,656614,30001,202,24159.47,467.0
CAM1027,2024-01-22,Email,6211.32,443960,21789,720,59421.19,856.7
CAM1028,2024-02-19,Display,5906.38,847748,31891,306,39458.71,568.1
CAM1029,2024-06-11,Search,7074.76,1153654,19797,1302,336543.03,4657.0
CAM1030,2024-01-21,Social,2846.79,499561,5073,195,53181.72,1768.1
CAM1031,2024-06-09,Social,4164.46,419349,4561,83,14996.18,260.1
CAM1032,2024-11-13,Email,4023.35,408203,7177,361,36982.55,819.2
CAM1033,2024-07-23,Affiliate,2094.51,163583,3766,148,33289.33,1489.4
CAM1034,2024-09-09,Affiliate,1629.6,243005,6273,233,42732.08,2522.2
CAM1035,2024-08-31,Search,7253.22,674676,3923,212,55529.96,665.6
CAM1036,2024-11-18,Email,6775.37,461154,9567,214,60543.19,793.6
CAM1037,2024-11-24,Display,3756.69,271941,11882,90,22545.65,500.1
CAM1038,2024-12-25,Affiliate,8816.4,1299261,35342,1178,344153.5,3803.6
CAM1039,2024-10-10,Search,3699.12,418142,12336,739,74763.12,1921.1
CAM1040,2024-11-18,Email,5013.38,408024,11923,476,123608.95,2365.6
CAM1041,2024-03-29,Search,2617.7,354648,9446,862,155426.03,5837.5
CAM1042,2024-03-05,Display,7176.32,848586,38569,509,65210.32,808.7
CAM1043,2024-04-29,Social,5559.73,891904,16474,385,33465.2,501.9
CAM1044,2024-04-30,Search,4086.73,601902,7909,426,37016.3,805.8
CAM1045,2024-11-12,Affiliate,8188.04,871764,28988,1308,162914.44,1889.7
CAM1046,2024-08-08,Social,2340.39,290309,4065,77,9128.39,290.0
CAM1047,2024-12-27,Social,5975.29,566668,25446,621,137121.52,2194.8
CAM1048,2024-09-16,Search,6055.85,679981,5908,212,23863.91,294.1
CAM1049,2024-08-02,Social,5640.3,771459,6320,185,36421.68,545.7
CAM1050,2024-11-12,Email,1989.52,277193,6819,466,94676.0,4658.7
CAM1051,2024-11-23,Affiliate,5660.17,1125012,16608,651,167515.51,2859.5
CAM1052,2024-03-27,Search,3096.83,165264,6489,341,52478.09,1594.6
CAM1053,2024-11-20,Email,4244.91,785742,14374,370,100151.39,2259.3
CAM1054,2024-01-26,Search,4370.34,809642,39809,1895,343730.6,7765.1
CAM1055,2024-05-26,Search,6365.92,743454,11981,67,15935.8,150.3
CAM1056,2024-12-29,Display,4505.93,326619,3468,29,8668.13,92.4
CAM1057,2024-02-18,Search,5005.37,714295,27597,3060,856378.16,17009.2
CAM1058,2024-04-21,Display,8348.32,1069622,42422,433,73580.3,781.4
CAM1059,2024-09-11,Social,4629.09,527377,3952,65,6566.97,41.9
